qid,self_confidence,perceived_confidence,flipped
144.0,0.6776463545518321,0.0003307559920196197,1.0
145.0,0.7176313380700866,0.2640018234842052,1.0
145.0,0.7176313380700866,0.01687706790620895,1.0
145.0,0.7176313380700866,0.0013853540958566083,1.0
146.0,0.5472470640480177,0.42619644201412343,1.0
146.0,0.5472470640480177,0.016525432374773396,1.0
146.0,0.5472470640480177,0.010023181400307817,1.0
147.0,0.6786036070097476,0.2496443231636515,1.0
147.0,0.6786036070097476,0.07152428756894161,1.0
147.0,0.6786036070097476,0.00022764612895846245,0.0
148.0,0.939912309935439,0.06008657720466995,0.0
148.0,0.939912309935439,1.003548033982393e-06,0.0
148.0,0.939912309935439,3.030455366554096e-08,0.0
149.0,0.8618036492798841,0.11663243227984585,1.0
149.0,0.8618036492798841,0.020267677691485804,1.0
149.0,0.8618036492798841,0.0012956692864435878,1.0
150.0,0.698411817907724,0.25693135693657565,1.0
150.0,0.698411817907724,0.04464797509094263,0.0
150.0,0.698411817907724,2.949287918728966e-06,0.0
151.0,0.8787531845743507,0.11892630758516494,1.0
151.0,0.8787531845743507,0.001696393073779963,1.0
151.0,0.8787531845743507,0.0006240681359892781,1.0
152.0,0.45485635682456066,0.27588432617928577,1.0
152.0,0.45485635682456066,0.21485892926555464,1.0
152.0,0.45485635682456066,0.05432484483054345,1.0
153.0,0.895542428271267,0.0943894873476308,1.0
153.0,0.895542428271267,0.006837549899850802,1.0
153.0,0.895542428271267,0.0032298298753871933,1.0
154.0,0.7077104544815903,0.26035211098767935,0.0
154.0,0.7077104544815903,0.031094625409764973,0.0
154.0,0.7077104544815903,0.0006453483618103916,0.0
155.0,0.998483911979704,0.0015011597606721609,1.0
155.0,0.998483911979704,1.471685244728672e-05,0.0
155.0,0.998483911979704,9.916146635087771e-08,0.0
156.0,1.0,4.944450501938644e-09,0.0
156.0,1.0,4.944450501938644e-09,0.0
156.0,1.0,4.058652126475693e-10,0.0
157.0,0.9916359685698789,0.0052036290129206545,1.0
157.0,0.9916359685698789,0.0031561605381065644,0.0
157.0,0.9916359685698789,4.187532039139409e-06,0.0
158.0,0.5483818285193205,0.42708019747297565,1.0
158.0,0.5483818285193205,0.024094218872190716,0.0
158.0,0.5483818285193205,0.00044130101216916927,0.0
159.0,0.9932720717265953,0.004059276254698396,0.0
159.0,0.9932720717265953,0.002462075504718046,0.0
159.0,0.9932720717265953,0.00020209936804820443,0.0
160.0,0.9999992103693378,5.715002286213223e-07,0.0
160.0,0.9999992103693378,1.1253517471925912e-07,0.0
160.0,0.9999992103693378,4.944450501938644e-09,0.0
161.0,0.9984467061358271,0.0015011039286276218,0.0
161.0,0.9984467061358271,4.0003064705983115e-05,0.0
161.0,0.9984467061358271,8.925890234274012e-06,0.0
162.0,0.5620634568282231,0.4377354603136409,1.0
162.0,0.5620634568282231,0.00014684390534808623,0.0
162.0,0.5620634568282231,5.402085383888614e-05,1.0
163.0,0.9732049559940975,0.01782486931026225,1.0
163.0,0.9732049559940975,0.00655740296081327,0.0
163.0,0.9732049559940975,0.002412333736759947,1.0
164.0,0.8172394966326448,0.18235077432878757,0.0
164.0,0.8172394966326448,0.00039889065168652045,0.0
164.0,0.8172394966326448,1.0630075803356356e-05,0.0
165.0,0.9998797755277024,6.604857095977779e-05,1.0
165.0,0.9998797755277024,2.4297911374855407e-05,0.0
165.0,0.9998797755277024,1.4737428215830148e-05,0.0
166.0,0.9186071250036563,0.07540386065921087,1.0
166.0,0.9186071250036563,0.0037541380608971733,0.0
166.0,0.9186071250036563,0.0020094453013333327,0.0
167.0,0.9820137760522224,0.017986211314027313,1.0
167.0,0.9820137760522224,4.065474296757456e-08,1.0
167.0,0.9820137760522224,2.1760915796896334e-08,1.0
168.0,0.9999937270200764,6.144171336422507e-06,0.0
168.0,0.9999937270200764,2.0611418284566694e-09,0.0
168.0,0.9999937270200764,1.6052188700232813e-09,0.0
169.0,0.8175737973670583,0.18242537233967163,0.0
169.0,0.8175737973670583,3.638900380288571e-07,0.0
169.0,0.8175737973670583,1.3386766383791084e-07,0.0
170.0,0.5840207362644629,0.3542264824523426,1.0
170.0,0.5840207362644629,0.06155532539235643,1.0
170.0,0.5840207362644629,0.00019591710758169595,0.0
171.0,0.9999998063873693,1.1253517471925912e-07,1.0
171.0,0.9999998063873693,3.850741922767617e-09,0.0
171.0,0.9999998063873693,2.335593038799337e-09,0.0
172.0,0.8941775272843059,0.05716285515480221,1.0
172.0,0.8941775272843059,0.044518476357157256,1.0
172.0,0.8941775272843059,0.004140864326056853,1.0
173.0,0.3901894961461111,0.3038798851448282,1.0
173.0,0.3901894961461111,0.3038798851448282,0.0
173.0,0.3901894961461111,0.002047526072025717,0.0
174.0,0.5711969760316113,0.3464484786983145,1.0
